IDVol,DateVol,VilleDepart,VilleArrivee,DistanceVol,DureeVol,Statut,IDAppareil
VOL00745,20221127,Paris,Tokyo,6038.73,9.27,Terminé,A126
VOL00746,20230913,Sydney,Tokyo,6635.25,8.5,Terminé,A081
VOL00747,20230806,Moscou,Paris,1537.4,3.05,En cours,A140
VOL00748,20240609,Singapour,Dubaï,3627.21,5.55,Terminé,A049
VOL00749,20220903,Singapour,Beijing,2793.35,3.83,Annulé,A059
VOL00750,20240808,Los Angeles,Beijing,11917.58,15.13,Terminé,A044
VOL00751,20230906,Sydney,Berlin,3198.94,4.41,En cours,A011
VOL00752,20240326,Moscou,Beijing,3598.04,5.22,Terminé,A091
VOL00753,20230703,Beijing,Tokyo,1326.77,3.12,En cours,A105
VOL00754,20241012,Beijing,Singapour,2793.35,4.91,Terminé,A120
VOL00755,20240929,Berlin,Londres,583.63,2.25,En cours,A119
VOL00756,20240606,Berlin,Beijing,4570.23,6.71,Terminé,A084
VOL00757,20220605,Moscou,Londres,1553.78,3.68,Terminé,A104
VOL00758,20220314,New York,Londres,3452.99,4.62,Annulé,A119
VOL00759,20240525,Rome,Moscou,1478.07,2.58,Terminé,A119
VOL00760,20231014,New York,Paris,3619.74,6.16,Terminé,A116
VOL00761,20230519,Los Angeles,Rome,7648.57,9.81,Terminé,A040
VOL00762,20220213,Berlin,New York,3968.08,5.36,Terminé,A037
VOL00763,20220628,Moscou,Toronto,4638.08,7.74,Terminé,A099
VOL00764,20230405,Los Angeles,Dubaï,9281.76,13.14,Terminé,A108
VOL00765,20220203,Singapour,Rome,6219.28,7.79,Terminé,A007
VOL00766,20230627,Berlin,Tokyo,5559.08,8.62,En cours,A036
VOL00767,20220315,Berlin,Sydney,3198.94,4.95,Terminé,A082
VOL00768,20221216,Moscou,Singapour,5232.45,7.11,Terminé,A098
VOL00769,20240812,Toronto,Beijing,6552.51,8.53,Annulé,A039
VOL00770,20241119,Hong Kong,Rome,5751.7,7.72,Terminé,A103
VOL00771,20240615,Moscou,Toronto,4638.08,7.23,Terminé,A094
VOL00772,20230715,Berlin,Moscou,998.88,2.08,Terminé,A004
VOL00773,20221229,Londres,Los Angeles,7529.12,10.67,Terminé,A112
VOL00774,20240602,Tokyo,Hong Kong,1840.61,2.79,Terminé,A045
VOL00775,20240925,Sydney,Singapour,9010.03,12.77,Terminé,A039
VOL00776,20220627,Dubaï,Madrid,3514.42,5.45,Annulé,A048
VOL00777,20240811,Londres,Rome,899.67,2.7,En cours,A056
VOL00778,20231205,Hong Kong,Rome,5751.7,7.47,Annulé,A025
VOL00779,20240407,Paris,Tokyo,6038.73,8.41,Terminé,A005
VOL00780,20231105,Dubaï,Tokyo,4960.83,8.04,En cours,A101
VOL00781,20231011,Singapour,Londres,6740.61,10.22,Annulé,A121
VOL00782,20220725,Dubaï,Londres,3398.47,6.15,Terminé,A039
VOL00783,20221117,Dubaï,Paris,3255.26,5.1,En cours,A070
VOL00784,20231029,Beijing,Madrid,5734.81,8.53,En cours,A087
VOL00785,20240414,Madrid,Dubaï,3514.42,6.28,Terminé,A051
VOL00786,20241002,Moscou,Paris,1537.4,2.81,Terminé,A006
VOL00787,20230805,Los Angeles,Hong Kong,11327.82,15.7,Terminé,A128
VOL00788,20240322,Moscou,Berlin,998.88,2.68,Annulé,A101
VOL00789,20220308,Tokyo,Madrid,6708.32,9.42,Terminé,A041
VOL00790,20240711,Toronto,Londres,3540.12,4.56,Terminé,A078
VOL00791,20220621,Paris,Toronto,3719.59,5.33,Terminé,A141
VOL00792,20230928,Moscou,Beijing,3598.04,5.3,Terminé,A072
VOL00793,20230523,Rome,Londres,899.67,2.67,Terminé,A059
VOL00794,20231016,Berlin,Dubaï,2861.96,4.45,Terminé,A049
VOL00795,20220817,Berlin,Londres,583.63,1.52,Terminé,A125
VOL00796,20240329,Hong Kong,New York,8049.43,10.14,Terminé,A128
VOL00797,20241110,Madrid,Tokyo,6708.32,10.23,Terminé,A111
VOL00798,20211225,Madrid,Hong Kong,6542.88,8.48,Terminé,A112
VOL00799,20240726,Madrid,Rome,855.37,2.22,Terminé,A041
VOL00800,20240417,Toronto,Singapour,9306.67,13.59,Terminé,A125
VOL00801,20220413,Paris,Beijing,5093.95,8.33,Terminé,A016
VOL00802,20230111,Beijing,Rome,5048.51,7.91,Terminé,A091
VOL00803,20241118,Toronto,Sydney,954.64,2.94,Annulé,A028
VOL00804,20240102,Beijing,Los Angeles,11917.58,16.84,Terminé,A018
VOL00805,20241008,Singapour,Dubaï,3627.21,5.37,Terminé,A083
VOL00806,20240615,Londres,Rome,899.67,2.9,Annulé,A123
VOL00807,20220407,Los Angeles,Hong Kong,11327.82,15.56,Terminé,A075
VOL00808,20230212,Toronto,Londres,3540.12,6.17,Terminé,A037
VOL00809,20230622,Toronto,Madrid,3747.34,6.13,En cours,A061
VOL00810,20220917,Londres,Madrid,793.57,1.62,Terminé,A133
VOL00811,20230804,Moscou,Dubaï,2286.53,3.55,Terminé,A127
VOL00812,20240607,Sydney,Paris,2836.29,5.2,Terminé,A056
VOL00813,20240910,Moscou,Beijing,3598.04,6.3,Terminé,A107
VOL00814,20220828,Dubaï,Toronto,6864.43,9.8,Annulé,A126
VOL00815,20220220,Rome,Singapour,6219.28,8.07,Terminé,A004
VOL00816,20230427,Hong Kong,Madrid,6542.88,8.99,En cours,A079
VOL00817,20221112,Moscou,Toronto,4638.08,7.09,Terminé,A041
VOL00818,20230920,Los Angeles,Tokyo,10622.14,15.05,Terminé,A087
VOL00819,20220120,Sydney,Madrid,2804.41,4.75,En cours,A080
VOL00820,20240406,Berlin,Beijing,4570.23,6.95,Annulé,A110
VOL00821,20220701,Singapour,Toronto,9306.67,12.52,Terminé,A032
VOL00822,20230328,Tokyo,Beijing,1326.77,2.35,Terminé,A034
VOL00823,20220812,Singapour,Beijing,2793.35,5.12,Terminé,A136
VOL00824,20240725,Moscou,Sydney,3940.11,6.22,En cours,A073
VOL00825,20220820,Hong Kong,Sydney,7690.93,11.16,Terminé,A088
VOL00826,20221103,Sydney,Moscou,3940.11,6.69,Terminé,A096
VOL00827,20241008,Tokyo,Hong Kong,1840.61,2.47,En cours,A033
VOL00828,20230812,Berlin,Toronto,4022.74,6.1,En cours,A095
VOL00829,20241030,New York,Dubaï,6829.02,9.32,En cours,A145
VOL00830,20230705,Rome,Paris,697.56,2.31,Terminé,A122
VOL00831,20240421,Tokyo,Sydney,6635.25,10.05,Terminé,A017
VOL00832,20240906,Toronto,New York,352.45,1.48,En cours,A005
VOL00833,20240816,Berlin,Rome,732.34,2.0,Terminé,A115
VOL00834,20230506,Toronto,Rome,4399.74,5.93,Terminé,A095
VOL00835,20240715,Dubaï,Singapour,3627.21,5.56,Terminé,A107
VOL00836,20221015,Sydney,Hong Kong,7690.93,10.24,Terminé,A064
VOL00837,20240216,Dubaï,Paris,3255.26,4.75,Terminé,A054
VOL00838,20230117,Hong Kong,Toronto,7787.98,11.01,Terminé,A084
VOL00839,20241028,Tokyo,Londres,5950.38,7.48,Terminé,A060
VOL00840,20220928,Moscou,Sydney,3940.11,6.71,Terminé,A081
VOL00841,20220514,Hong Kong,Sydney,7690.93,10.69,En cours,A122
VOL00842,20230711,Los Angeles,Madrid,6905.71,9.15,Terminé,A072
VOL00843,20240420,Moscou,Toronto,4638.08,7.46,En cours,A143
VOL00844,20231119,New York,Paris,3619.74,5.13,Terminé,A088
VOL00845,20241027,Londres,Sydney,2672.74,4.19,Terminé,A148
VOL00846,20230623,Los Angeles,Madrid,6905.71,9.64,En cours,A085
VOL00847,20211228,Londres,Sydney,2672.74,4.8,Terminé,A050
VOL00848,20230725,Toronto,Dubaï,6864.43,10.26,Terminé,A033
VOL00849,20230826,Singapour,Moscou,5232.45,7.06,Terminé,A083
VOL00850,20240920,Berlin,Paris,538.64,1.69,Terminé,A147
VOL00851,20221023,Madrid,Londres,793.57,1.24,Terminé,A059
VOL00852,20240624,Dubaï,Berlin,2861.96,5.09,Terminé,A061
VOL00853,20240909,Hong Kong,Rome,5751.7,9.07,Terminé,A064
VOL00854,20231129,Los Angeles,Madrid,6905.71,9.53,Terminé,A126
VOL00855,20231103,Los Angeles,Hong Kong,11327.82,15.3,Terminé,A145
VOL00856,20240203,Berlin,Paris,538.64,0.68,En cours,A121
VOL00857,20240712,Beijing,Dubaï,3634.71,5.22,Terminé,A005
VOL00858,20231013,Berlin,Singapour,6157.01,8.17,En cours,A081
VOL00859,20230113,Rome,Berlin,732.34,2.41,En cours,A131
VOL00860,20230426,Singapour,Rome,6219.28,8.94,Terminé,A025
VOL00861,20240215,New York,Tokyo,6719.12,9.83,Terminé,A099
VOL00862,20230415,Rome,Madrid,855.37,2.94,Terminé,A038
VOL00863,20240412,Paris,Berlin,538.64,2.0,Terminé,A083
VOL00864,20220322,Singapour,Beijing,2793.35,5.18,En cours,A021
VOL00865,20231005,Moscou,Hong Kong,4427.56,6.0,Terminé,A136
VOL00866,20240817,Beijing,Paris,5093.95,6.97,Terminé,A126
VOL00867,20240211,Beijing,Toronto,6552.51,9.52,En cours,A119
VOL00868,20240221,Beijing,Sydney,6474.53,9.72,Terminé,A069
VOL00869,20221030,New York,Hong Kong,8049.43,11.21,Annulé,A018
VOL00870,20241002,Rome,Tokyo,6143.72,7.96,En cours,A116
VOL00871,20220308,Hong Kong,Rome,5751.7,7.94,Terminé,A100
VOL00872,20220907,Londres,Singapour,6740.61,9.9,Terminé,A050
VOL00873,20241016,Sydney,Moscou,3940.11,5.14,En cours,A071
VOL00874,20231102,New York,Rome,4281.0,6.38,Terminé,A037
VOL00875,20220716,Singapour,New York,9522.43,12.29,Terminé,A094
VOL00876,20240611,Moscou,Toronto,4638.08,7.35,En cours,A016
VOL00877,20220715,Madrid,Sydney,2804.41,4.41,En cours,A122
VOL00878,20241204,Sydney,New York,785.21,1.27,Terminé,A064
VOL00879,20240715,Berlin,Tokyo,5559.08,7.8,Terminé,A058
VOL00880,20220123,Madrid,Dubaï,3514.42,5.22,Terminé,A001
VOL00881,20221014,Paris,Beijing,5093.95,6.55,Annulé,A084
VOL00882,20240410,Singapour,Hong Kong,1599.0,2.85,En cours,A092
VOL00883,20221104,Singapour,Toronto,9306.67,11.89,En cours,A124
VOL00884,20220525,Tokyo,Sydney,6635.25,8.72,Terminé,A144
VOL00885,20240810,Tokyo,Toronto,6395.8,8.15,Terminé,A038
VOL00886,20230618,Londres,Madrid,793.57,2.35,Annulé,A070
VOL00887,20231116,Los Angeles,Madrid,6905.71,9.44,Terminé,A082
VOL00888,20240316,Madrid,Los Angeles,6905.71,9.75,Terminé,A125
VOL00889,20220605,Beijing,Rome,5048.51,7.87,Terminé,A081
VOL00890,20231026,Hong Kong,Paris,5964.82,9.2,Terminé,A138
VOL00891,20241219,Hong Kong,Tokyo,1840.61,3.47,Terminé,A052
VOL00892,20240209,Rome,Singapour,6219.28,9.05,Annulé,A049
VOL00893,20231002,Tokyo,Beijing,1326.77,3.65,En cours,A031
VOL00894,20240917,Los Angeles,Hong Kong,11327.82,15.54,Terminé,A076
VOL00895,20220306,Singapour,Toronto,9306.67,13.53,En cours,A016
VOL00896,20220512,Toronto,Hong Kong,7787.98,11.2,Terminé,A050
VOL00897,20230417,Tokyo,Londres,5950.38,8.27,Annulé,A135
VOL00898,20230803,Dubaï,Hong Kong,3682.27,4.93,Terminé,A130
VOL00899,20230402,New York,Rome,4281.0,6.36,Terminé,A073
VOL00900,20220626,Rome,New York,4281.0,6.32,Terminé,A064
VOL00901,20240529,Los Angeles,Berlin,8052.31,10.98,Terminé,A097
VOL00902,20220712,Moscou,Los Angeles,9047.39,13.25,Terminé,A109
VOL00903,20220716,Tokyo,Toronto,6395.8,9.02,Terminé,A003
VOL00904,20240618,Los Angeles,Moscou,9047.39,12.37,Terminé,A077
VOL00905,20221128,Moscou,Hong Kong,4427.56,6.92,Terminé,A067
VOL00906,20230828,Paris,Toronto,3719.59,5.56,Terminé,A053
VOL00907,20220220,Paris,Dubaï,3255.26,4.13,Annulé,A037
VOL00908,20220327,Rome,Tokyo,6143.72,7.99,Terminé,A076
VOL00909,20231018,Berlin,Toronto,4022.74,6.15,Terminé,A007
VOL00910,20220416,Londres,Toronto,3540.12,6.27,Terminé,A008
VOL00911,20230815,Dubaï,New York,6829.02,8.77,Terminé,A108
VOL00912,20231227,Dubaï,New York,6829.02,10.24,En cours,A021
VOL00913,20240129,Tokyo,New York,6719.12,8.62,Terminé,A095
VOL00914,20240523,Beijing,Toronto,6552.51,8.93,Terminé,A120
VOL00915,20221017,Dubaï,Rome,2676.65,3.92,En cours,A038
VOL00916,20230507,Tokyo,Moscou,4665.82,6.88,Terminé,A115
VOL00917,20241214,Rome,Los Angeles,7648.57,9.8,Terminé,A098
VOL00918,20240414,Dubaï,New York,6829.02,9.15,Terminé,A143
VOL00919,20221226,Dubaï,Sydney,6060.5,8.32,Terminé,A041
VOL00920,20221206,Dubaï,Toronto,6864.43,9.17,Annulé,A114
VOL00921,20221216,New York,Madrid,3578.54,4.53,En cours,A081
VOL00922,20220602,Tokyo,Toronto,6395.8,8.28,Terminé,A028
VOL00923,20240214,Beijing,Dubaï,3634.71,6.11,Terminé,A071
VOL00924,20230430,Madrid,Sydney,2804.41,4.35,En cours,A117
VOL00925,20241007,Moscou,Beijing,3598.04,6.37,En cours,A071
VOL00926,20221012,Madrid,Tokyo,6708.32,9.0,Terminé,A051
VOL00927,20230412,Madrid,New York,3578.54,5.04,Terminé,A117
VOL00928,20240724,Madrid,Sydney,2804.41,3.87,Terminé,A073
VOL00929,20230527,Rome,Madrid,855.37,2.55,Terminé,A042
VOL00930,20240721,Madrid,Paris,671.16,0.84,Terminé,A033
VOL00931,20230529,Paris,Dubaï,3255.26,5.16,Terminé,A083
VOL00932,20220111,Paris,Tokyo,6038.73,7.68,Terminé,A005
VOL00933,20240801,Sydney,Hong Kong,7690.93,9.7,En cours,A032
VOL00934,20230804,Londres,Los Angeles,7529.12,10.37,En cours,A014
VOL00935,20221111,Toronto,Beijing,6552.51,8.81,Terminé,A084
VOL00936,20220523,Los Angeles,Singapour,9934.68,13.32,Terminé,A142
VOL00937,20240614,Paris,Moscou,1537.4,2.6,Terminé,A123
VOL00938,20231130,Hong Kong,Singapour,1599.0,2.75,Terminé,A095
VOL00939,20230827,Los Angeles,Tokyo,10622.14,14.95,Terminé,A037
VOL00940,20240509,Dubaï,Tokyo,4960.83,7.87,En cours,A081
VOL00941,20230519,Singapour,Londres,6740.61,8.69,Terminé,A097
VOL00942,20240715,Sydney,Tokyo,6635.25,8.57,Annulé,A141
VOL00943,20230902,Londres,Tokyo,5950.38,8.71,En cours,A007
VOL00944,20230203,Paris,Dubaï,3255.26,5.59,En cours,A112
VOL00945,20240218,Moscou,Toronto,4638.08,7.13,En cours,A083
VOL00946,20240907,Paris,Tokyo,6038.73,7.85,Terminé,A102
VOL00947,20220729,Moscou,Madrid,2144.38,4.14,Terminé,A046
VOL00948,20230422,Toronto,Berlin,4022.74,5.21,Terminé,A084
VOL00949,20240212,Londres,Berlin,583.63,1.98,Terminé,A009
VOL00950,20231228,Londres,Toronto,3540.12,5.67,En cours,A073
VOL00951,20230820,Toronto,Dubaï,6864.43,9.36,Terminé,A083
VOL00952,20230819,Hong Kong,Rome,5751.7,8.99,En cours,A145
VOL00953,20220205,Los Angeles,Berlin,8052.31,10.74,Terminé,A146
VOL00954,20240312,Berlin,Moscou,998.88,1.34,Terminé,A011
VOL00955,20230708,Tokyo,Singapour,3336.77,5.51,Terminé,A131
VOL00956,20220108,New York,Toronto,352.45,1.33,Terminé,A015
VOL00957,20220402,Madrid,Hong Kong,6542.88,8.73,Terminé,A034
VOL00958,20241005,Sydney,Tokyo,6635.25,8.47,En cours,A128
VOL00959,20230801,Beijing,Londres,5054.25,6.65,Terminé,A017
VOL00960,20230408,Berlin,Paris,538.64,0.72,Terminé,A018
VOL00961,20231214,Tokyo,Beijing,1326.77,2.92,En cours,A036
VOL00962,20230316,New York,Dubaï,6829.02,10.08,En cours,A039
VOL00963,20230116,Singapour,Berlin,6157.01,8.31,Terminé,A027
VOL00964,20230520,Paris,Tokyo,6038.73,8.84,Terminé,A134
VOL00965,20220929,Berlin,Rome,732.34,2.2,Terminé,A042
VOL00966,20220709,Berlin,Rome,732.34,1.09,Terminé,A061
VOL00967,20220313,Rome,Singapour,6219.28,9.68,Annulé,A024
VOL00968,20230916,Toronto,Rome,4399.74,6.58,Annulé,A093
VOL00969,20240612,Sydney,Toronto,954.64,2.71,Terminé,A092
VOL00970,20220301,Beijing,Dubaï,3634.71,6.46,Terminé,A087
VOL00971,20240109,Sydney,Paris,2836.29,4.59,Terminé,A021
VOL00972,20220918,Los Angeles,Beijing,11917.58,16.4,Annulé,A106
VOL00973,20220625,Madrid,Hong Kong,6542.88,9.18,En cours,A088
VOL00974,20230819,Hong Kong,Rome,5751.7,7.23,Terminé,A018
VOL00975,20231023,Moscou,Londres,1553.78,3.26,En cours,A127
VOL00976,20240421,Tokyo,Londres,5950.38,8.5,Terminé,A103
VOL00977,20221217,Los Angeles,Beijing,11917.58,16.82,Terminé,A140
VOL00978,20230207,Hong Kong,Moscou,4427.56,6.08,Terminé,A016
VOL00979,20220919,Rome,Londres,899.67,1.54,En cours,A135
VOL00980,20240111,Los Angeles,Rome,7648.57,11.22,Terminé,A107
VOL00981,20241214,Dubaï,Madrid,3514.42,6.07,En cours,A102
VOL00982,20241015,Londres,Rome,899.67,2.28,Terminé,A040
VOL00983,20230704,Tokyo,New York,6719.12,8.57,Terminé,A141
VOL00984,20221124,Hong Kong,Beijing,1237.81,2.61,Terminé,A023
VOL00985,20230602,Hong Kong,Beijing,1237.81,2.19,Terminé,A054
VOL00986,20240904,Dubaï,Paris,3255.26,5.25,Terminé,A115
VOL00987,20230819,Madrid,Londres,793.57,1.97,Terminé,A041
VOL00988,20231116,Paris,Hong Kong,5964.82,9.32,Terminé,A030
VOL00989,20220815,Londres,Sydney,2672.74,4.02,Terminé,A067
VOL00990,20240808,Londres,Berlin,583.63,1.09,Terminé,A059
VOL00991,20220526,Toronto,Beijing,6552.51,8.24,Terminé,A062
VOL00992,20221007,Tokyo,Moscou,4665.82,6.89,Annulé,A015
VOL00993,20230330,Londres,Sydney,2672.74,4.1,En cours,A143
VOL00994,20240315,Toronto,Singapour,9306.67,11.82,En cours,A007
VOL00995,20240111,Paris,Singapour,6661.5,10.29,Annulé,A014
VOL00996,20220625,Beijing,Londres,5054.25,7.4,Terminé,A058
VOL00997,20240310,Sydney,Paris,2836.29,4.12,En cours,A123
VOL00998,20220120,Tokyo,Berlin,5559.08,7.31,Terminé,A011
VOL00999,20230617,New York,Tokyo,6719.12,9.94,Annulé,A011
VOL01000,20220902,Los Angeles,Paris,7516.55,9.7,Terminé,A057
VOL01001,20240711,Toronto,Moscou,4638.08,7.7,Terminé,A060
VOL01002,20240116,Moscou,Los Angeles,9047.39,12.67,Annulé,A040
VOL01003,20230612,Dubaï,Paris,3255.26,4.19,Terminé,A036
VOL01004,20240211,Paris,Tokyo,6038.73,9.47,En cours,A129
VOL01005,20240122,Madrid,Singapour,7074.64,9.21,Annulé,A082
VOL01006,20220801,Hong Kong,Paris,5964.82,8.88,En cours,A083
VOL01007,20230415,Moscou,Tokyo,4665.82,6.43,Annulé,A100
VOL01008,20240814,Berlin,Beijing,4570.23,5.91,En cours,A102
VOL01009,20220212,Dubaï,Singapour,3627.21,4.82,Terminé,A005
VOL01010,20231025,Sydney,Beijing,6474.53,9.88,En cours,A131
VOL01011,20230321,Beijing,Berlin,4570.23,6.23,En cours,A075
VOL01012,20220501,Paris,Los Angeles,7516.55,11.28,Terminé,A127
VOL01013,20240730,Beijing,Hong Kong,1237.81,3.35,En cours,A007
VOL01014,20230902,Paris,New York,3619.74,4.63,Terminé,A107
VOL01015,20240407,Moscou,Paris,1537.4,2.4,Terminé,A141
VOL01016,20220818,New York,Londres,3452.99,5.51,Annulé,A018
VOL01017,20221005,Moscou,Madrid,2144.38,3.15,Annulé,A011
VOL01018,20220325,Singapour,Tokyo,3336.77,5.19,Terminé,A052
VOL01019,20220309,Paris,Tokyo,6038.73,8.56,En cours,A010
VOL01020,20230907,Paris,Moscou,1537.4,3.82,Terminé,A054
VOL01021,20240926,Toronto,Berlin,4022.74,5.57,En cours,A059
VOL01022,20220817,New York,Beijing,6811.61,9.15,Terminé,A150
VOL01023,20220710,Madrid,Moscou,2144.38,3.79,En cours,A126
VOL01024,20230417,Rome,Toronto,4399.74,5.63,Terminé,A002
VOL01025,20220926,Madrid,Toronto,3747.34,4.74,Terminé,A090
VOL01026,20240226,New York,Beijing,6811.61,9.78,Terminé,A021
VOL01027,20240709,Sydney,Beijing,6474.53,9.92,En cours,A149
VOL01028,20240121,Berlin,Dubaï,2861.96,3.61,Annulé,A095
VOL01029,20240429,Rome,Sydney,3495.8,5.48,Terminé,A131
VOL01030,20221104,Toronto,Tokyo,6395.8,9.17,Terminé,A043
VOL01031,20240420,Tokyo,Rome,6143.72,7.88,Terminé,A102
VOL01032,20220713,Londres,Toronto,3540.12,5.95,Terminé,A055
VOL01033,20240920,Toronto,Beijing,6552.51,9.49,Terminé,A039
VOL01034,20240406,Moscou,Los Angeles,9047.39,11.56,Terminé,A138
VOL01035,20230718,Moscou,Hong Kong,4427.56,6.67,Terminé,A002
VOL01036,20220228,Paris,Tokyo,6038.73,8.44,Annulé,A073
VOL01037,20240120,Berlin,New York,3968.08,6.65,Terminé,A069
VOL01038,20230312,Madrid,Dubaï,3514.42,5.39,Terminé,A143
VOL01039,20240618,Moscou,Berlin,998.88,2.81,Terminé,A096
VOL01040,20240620,New York,Los Angeles,5402.48,7.04,En cours,A131
VOL01041,20230420,Moscou,Los Angeles,9047.39,12.39,En cours,A100
VOL01042,20240104,Sydney,Hong Kong,7690.93,9.95,Terminé,A041
VOL01043,20220714,Berlin,Madrid,1166.49,1.95,Terminé,A052
VOL01044,20240114,Beijing,Singapour,2793.35,5.4,Terminé,A066
VOL01045,20231227,Beijing,New York,6811.61,10.44,Terminé,A086
VOL01046,20220426,Toronto,Dubaï,6864.43,9.69,Terminé,A051
VOL01047,20240317,Tokyo,Madrid,6708.32,8.47,Terminé,A084
VOL01048,20230711,Madrid,Singapour,7074.64,10.47,Terminé,A067
VOL01049,20230115,Singapour,Sydney,9010.03,13.18,Terminé,A101
VOL01050,20220830,Hong Kong,New York,8049.43,11.3,Terminé,A031
VOL01051,20240711,New York,Berlin,3968.08,6.27,Terminé,A074
VOL01052,20220628,Sydney,Rome,3495.8,4.7,En cours,A116
VOL01053,20230302,Toronto,Tokyo,6395.8,8.12,Terminé,A008
VOL01054,20220204,Beijing,New York,6811.61,10.36,En cours,A115
VOL01055,20220405,New York,Toronto,352.45,0.99,Terminé,A132
VOL01056,20231106,Berlin,Singapour,6157.01,8.2,Terminé,A104
VOL01057,20230505,New York,Berlin,3968.08,6.32,Annulé,A053
VOL01058,20220906,Dubaï,Los Angeles,9281.76,13.6,Terminé,A048
VOL01059,20230216,New York,Sydney,785.21,2.67,Terminé,A029
VOL01060,20220512,Rome,Madrid,855.37,1.49,Terminé,A011
VOL01061,20230220,Londres,Sydney,2672.74,5.02,Terminé,A100
VOL01062,20230310,Beijing,Londres,5054.25,6.88,En cours,A028
VOL01063,20230414,Londres,Toronto,3540.12,4.75,Terminé,A053
VOL01064,20231026,Dubaï,Londres,3398.47,5.32,Terminé,A052
VOL01065,20221021,Berlin,Beijing,4570.23,5.85,Terminé,A146
VOL01066,20211228,Singapour,Paris,6661.5,8.51,Terminé,A077
VOL01067,20230713,Sydney,New York,785.21,2.38,Terminé,A055
VOL01068,20221015,Londres,Beijing,5054.25,7.98,Terminé,A078
VOL01069,20220915,Los Angeles,Toronto,5631.68,8.49,Terminé,A093
VOL01070,20230520,Toronto,Moscou,4638.08,7.8,Terminé,A119
VOL01071,20221215,Madrid,Sydney,2804.41,5.26,Terminé,A014
VOL01072,20220805,Berlin,New York,3968.08,5.38,En cours,A059
VOL01073,20220213,Tokyo,Rome,6143.72,8.69,En cours,A146
VOL01074,20220918,Paris,Toronto,3719.59,6.25,En cours,A065
VOL01075,20220122,Sydney,Toronto,954.64,2.96,Terminé,A056
VOL01076,20231226,Rome,Beijing,5048.51,8.2,En cours,A131
VOL01077,20230424,Hong Kong,New York,8049.43,11.33,En cours,A007
VOL01078,20231017,Londres,Dubaï,3398.47,6.21,Terminé,A080
VOL01079,20220124,Toronto,Madrid,3747.34,6.1,Terminé,A004
VOL01080,20221214,Hong Kong,Berlin,5426.18,7.33,Terminé,A056
VOL01081,20230619,Rome,Madrid,855.37,2.39,Terminé,A047
VOL01082,20220409,Los Angeles,Beijing,11917.58,15.54,Terminé,A086
VOL01083,20220908,Londres,Singapour,6740.61,8.85,Terminé,A053
VOL01084,20240503,Paris,Los Angeles,7516.55,11.31,Terminé,A128
VOL01085,20241204,Paris,Berlin,538.64,1.33,Terminé,A100
VOL01086,20220812,Moscou,Sydney,3940.11,6.75,Terminé,A084
VOL01087,20220502,New York,Beijing,6811.61,8.78,En cours,A118
VOL01088,20240824,Hong Kong,Beijing,1237.81,3.39,Terminé,A101
VOL01089,20240628,New York,Los Angeles,5402.48,7.97,Terminé,A043
VOL01090,20240103,Singapour,Hong Kong,1599.0,2.01,Terminé,A126
VOL01091,20241108,Beijing,Tokyo,1326.77,1.68,Terminé,A123
VOL01092,20220803,Moscou,Beijing,3598.04,4.84,Terminé,A144
VOL01093,20240705,Rome,Beijing,5048.51,7.42,Terminé,A074
VOL01094,20241019,Tokyo,Rome,6143.72,9.07,Terminé,A064
VOL01095,20230321,New York,Sydney,785.21,1.96,En cours,A020
VOL01096,20220321,Dubaï,Toronto,6864.43,9.37,En cours,A028
VOL01097,20241124,Sydney,Moscou,3940.11,5.09,Terminé,A001
VOL01098,20230901,New York,Rome,4281.0,7.1,En cours,A008
VOL01099,20240718,Toronto,Rome,4399.74,6.8,Terminé,A013
VOL01100,20220224,Toronto,Dubaï,6864.43,9.66,Terminé,A003
VOL01101,20220426,New York,Tokyo,6719.12,10.18,Terminé,A071
VOL01102,20240829,Hong Kong,Toronto,7787.98,11.37,Terminé,A001
VOL01103,20240324,Berlin,Beijing,4570.23,6.6,Terminé,A078
VOL01104,20240514,Moscou,Londres,1553.78,2.19,Terminé,A114
VOL01105,20220801,Londres,Toronto,3540.12,6.37,Terminé,A098
VOL01106,20240922,Rome,Berlin,732.34,1.67,Terminé,A146
VOL01107,20240618,Berlin,Londres,583.63,1.93,Terminé,A041
VOL01108,20220522,Berlin,Paris,538.64,1.45,Annulé,A025
VOL01109,20220606,Rome,New York,4281.0,7.03,Annulé,A014
VOL01110,20231013,Paris,Dubaï,3255.26,5.69,Annulé,A095
VOL01111,20221022,New York,Rome,4281.0,7.32,Annulé,A056
VOL01112,20220506,Singapour,Moscou,5232.45,6.79,En cours,A049
VOL01113,20220907,Tokyo,Dubaï,4960.83,6.94,Terminé,A109
VOL01114,20230709,Singapour,New York,9522.43,12.29,Terminé,A096
VOL01115,20231019,Paris,Toronto,3719.59,4.67,Terminé,A020
VOL01116,20240211,Singapour,Dubaï,3627.21,6.02,Terminé,A072
VOL01117,20241213,Berlin,Londres,583.63,2.25,Annulé,A107
VOL01118,20230818,Los Angeles,Dubaï,9281.76,12.96,Terminé,A006
VOL01119,20240709,Dubaï,Beijing,3634.71,5.96,En cours,A077
VOL01120,20241023,Moscou,Madrid,2144.38,3.06,En cours,A009
VOL01121,20240522,Los Angeles,Madrid,6905.71,10.26,En cours,A031
VOL01122,20220714,Madrid,Paris,671.16,2.09,Terminé,A078
VOL01123,20220814,Toronto,Los Angeles,5631.68,8.66,En cours,A037
